,Current Coylton GSP Electricity Demand (MWh),Future Coylton Electricity Demand (MWh),Coylton 33kV Wind (MWh),Coylton GSP Wind (MWh),Domestic Heat per kWh,Air Temp (DegC),West Whitlawburn District Heating (kWh)
3266,9.084472252,21.57954169,9.339074945,50.92330032,2.89E-05,1.688,131.69875
3267,9.195554987,22.92123133,9.101431581,50.28857763,3.65E-05,1.688,131.69875
3268,9.687606586,26.83385042,10.12558075,54.2088387,5.59E-05,1.774,96.4725
3269,10.38992092,33.86771214,9.849286771,55.80127119,9.25E-05,1.774,96.4725
3270,11.61203998,44.11389235,11.02907677,58.21690703,0.000140631,1.817,148.54375
3271,12.39066054,51.40039148,10.49792846,57.58620006,0.000168565,1.817,148.54375
3272,13.04811408,56.19799801,11.99906375,64.73701311,0.000175709,1.851,142.97125
3273,13.18401551,52.48811406,12.19059552,62.98965618,0.000170213,1.851,142.97125
3274,13.11988547,50.41502691,13.35148489,67.60067209,0.000160209,1.974,147.24625
3275,13.08600041,49.16508048,13.49831,69.32662031,0.000152325,1.974,147.24625
3276,13.12516212,48.74229104,16.67146696,80.56022283,0.000143393,2.217,221.3875
3277,13.19281591,48.57422179,16.79657318,80.89076376,0.000130248,2.217,221.3875
3278,10.17042325,42.68910295,18.23862424,85.9421103,0.000126817,2.52,241.04375
3279,10.53714437,42.73186614,17.86970217,86.1890499,0.000117666,2.52,241.04375
3280,11.42608231,42.728238,19.19474607,86.51077606,0.000116823,2.85,252.2775
3281,12.20615003,41.76578171,18.80246907,85.56301959,0.000109599,2.85,252.2775
3282,12.17295194,43.01125382,18.66290454,87.53912423,0.00010987,2.959,226.43875
3283,12.45158857,41.27744975,18.81804807,85.74093223,0.000106009,2.959,226.43875
3284,11.87898996,36.177887,18.97874338,86.79479087,7.67E-05,2.924,201.0725
3285,12.01605313,36.10256122,18.56154295,85.42251817,8.33E-05,2.924,201.0725
3286,12.91743649,43.75553547,16.87437291,80.72724885,0.000123123,2.744,240.1575
3287,12.23152304,35.33995785,17.15502384,79.21212611,6.91E-05,2.744,240.1575
3288,13.41611915,47.52345926,14.8549699,74.45948818,0.000125101,2.681,254.46125
3289,13.29944297,40.37691444,14.5280584,72.53882039,0.000100661,2.681,254.46125
3290,13.41680989,43.91170697,12.89813939,65.67881353,0.000115426,2.832,208.70375
3291,13.84318993,44.17204743,12.70471801,65.51122816,0.000123916,2.832,208.70375
3292,13.89184251,45.32012719,10.27710004,56.67212615,0.00012293,3.086,190.14375
3293,13.72859073,44.94406071,10.42392915,55.15240881,0.00012711,3.086,190.14375
3294,13.59269487,44.35082306,10.1588028,54.34238135,0.000125019,3.559,235.57375
3295,13.44310167,43.04404651,9.960143069,56.45588013,0.000119936,3.559,235.57375
3296,13.34493944,43.74822988,9.239661146,52.18276157,0.000124023,4.018,271.595
3297,12.98175317,42.97421564,8.848860416,49.62645408,0.000121536,4.018,271.595
3298,12.4060016,39.570667,8.742836007,51.00932021,0.000108936,4.27,376.80375
3299,11.48824601,35.62971855,8.619592007,50.68041865,9.18E-05,4.27,376.80375
3300,10.70559081,33.50739732,7.888059077,47.26082606,8.40E-05,4.582,339.24375
3301,9.55415441,29.43011555,7.956257897,46.49201827,6.74E-05,4.582,339.24375
3302,8.742965805,26.21947792,7.386079848,46.04070679,5.31E-05,5.09,305.97625
3303,7.946758599,23.81532705,7.781880871,46.41639657,4.43E-05,5.09,305.97625
3304,7.397072023,21.18902441,8.413861593,50.0705179,3.27E-05,5.47,257.72375
3305,6.788446662,19.34258926,8.153524462,49.44263406,2.54E-05,5.47,257.72375
3306,6.436390492,17.83426699,9.189657647,50.67108398,2.22E-05,5.785,207.6775
3307,6.094819806,16.88846521,9.064238935,51.36119871,1.88E-05,5.785,207.6775
3308,5.820269054,16.41556069,8.556025022,49.15651342,1.83E-05,5.894,187.3925
3309,5.718720916,16.37234592,8.457307361,49.86915791,1.81E-05,5.894,187.3925
3310,5.611324176,16.25004253,7.70482656,43.90354089,1.84E-05,5.698,185.99875
3311,5.496018256,16.14742817,7.568704549,43.63050787,1.81E-05,5.698,185.99875
3312,8.689423718,19.58421894,6.18010598,36.87306524,1.99E-05,5.263,138.60875
3313,8.712053522,19.64325692,6.161473826,37.15042508,1.96E-05,5.263,138.60875
3314,8.711443394,19.76195139,4.186368448,26.04101116,2.05E-05,4.756,146.665
3315,8.76587403,20.64603546,4.203791554,25.84716029,2.56E-05,4.756,146.665
3316,9.0443394,23.57021996,2.991870847,18.78707305,4.04E-05,4.481,162.56125
3317,9.794269196,29.76320764,2.970815822,18.59774364,7.26E-05,4.481,162.56125
3318,10.57435846,38.5350604,2.425611122,15.50886448,0.00011211,4.105,87.91625
3319,11.59995467,46.3069029,2.567658705,16.32011779,0.000142438,4.105,87.91625
3320,12.29310782,54.20764531,2.281706026,14.66801329,0.000162017,3.858,112.01625
3321,12.69314791,53.10321351,2.267897844,14.71968267,0.000171786,3.858,112.01625
3322,13.05570323,51.26699296,1.929058899,13.00461192,0.000162813,3.703,192.8175
3323,13.25578017,49.68457948,2.019725885,12.81451388,0.000150024,3.703,192.8175
3324,12.98574263,48.20703221,1.619358195,11.15350884,0.000141699,3.544,155.55375
3325,13.0948381,48.45916808,1.58493996,11.3966757,0.000131654,3.544,155.55375
3326,10.3821497,42.37190477,1.245384523,9.216393245,0.0001241,3.755,227.9525
3327,10.69770284,42.93423607,1.261250606,9.079063043,0.000118596,3.755,227.9525
3328,11.28587341,42.9663301,0.81015676,6.535510562,0.000117083,4.213,264.47
3329,12.17686246,41.37666905,0.818726369,6.773898125,0.000106919,4.213,264.47
3330,11.98836251,41.2155365,0.737968694,6.313773097,0.000105974,4.789,232.32625
3331,11.9515276,39.79826261,0.743103042,6.540146921,9.40E-05,4.789,232.32625
3332,11.78497124,35.04604113,0.850686221,7.072214368,7.40E-05,5.361,272.105
3333,12.02014373,37.70148484,0.832320018,6.746806321,9.03E-05,5.361,272.105
3334,11.74211868,37.63962645,0.912211906,7.108937032,8.50E-05,5.868,210.9775
3335,12.34433791,41.97089348,0.899878088,7.254224744,0.000115184,5.868,210.9775
3336,12.46303455,41.3498401,0.924359708,7.005023872,0.000109573,6.341,224.5325
3337,12.63180546,44.18639082,0.902940055,6.933153868,0.000126298,6.341,224.5325
3338,12.57713815,40.20739164,0.911967423,6.606227536,9.60E-05,6.761,199.885
3339,12.92820371,41.67683605,0.908147309,6.694144028,0.000110402,6.761,199.885
3340,12.26636315,35.23174893,1.047340987,7.350431323,7.82E-05,7.114,210.6275
3341,12.7717733,40.83518072,1.073382275,7.381745788,0.000106693,7.114,210.6275
3342,12.85047998,41.06051221,1.409623621,9.148457689,0.000111216,7.153,194.93125
3343,12.66455693,41.35773452,1.358364279,8.930718171,0.000115261,7.153,194.93125
3344,12.46616145,39.55115838,1.846555481,12.24497305,0.000106993,6.713,221.27375
3345,12.12943031,39.06403242,1.79591924,12.14022583,0.000105502,6.713,221.27375
3346,11.59504898,36.66125537,2.725326952,18.52224349,9.62E-05,5.469,256.63
3347,10.92152531,35.18637578,2.77842751,18.37516646,9.20E-05,5.469,256.63
3348,10.26141796,32.8187072,4.17798905,27.29419346,8.36E-05,4.554,297.31625
3349,9.51268215,29.24780579,4.244170928,26.36518055,6.76E-05,4.554,297.31625
3350,8.80450261,26.6386555,5.468297495,33.2146404,5.74E-05,4.273,229.2775
3351,7.939007298,23.92454678,5.490160727,34.79500243,4.90E-05,4.273,229.2775
3352,7.330199677,21.26562017,6.092891708,37.11554506,3.69E-05,4.019,217.60375
3353,6.661254468,18.7395666,6.125294146,37.88059834,2.60E-05,4.019,217.60375
3354,6.302996866,17.86360385,6.045615195,36.9451662,2.35E-05,3.871,282.48375
3355,5.990722386,17.08281636,5.955817071,36.7599707,2.08E-05,3.871,282.48375
3356,5.698737931,16.28344195,5.286396693,32.77635538,1.77E-05,3.659,173.79625
3357,5.581897294,15.88878847,5.376869867,33.58373264,1.67E-05,3.659,173.79625
3358,5.393277079,15.50583909,4.74364433,29.69814357,1.53E-05,3.395,160.20875
3359,5.325529305,15.47911982,4.875599007,29.72420187,1.52E-05,3.395,160.20875
3360,8.560909631,20.04291762,4.396548329,27.82596581,2.31E-05,3.112,142.0575
3361,8.589967406,20.52641159,4.390655049,26.66228374,2.57E-05,3.112,142.0575
3362,8.665826719,21.79949958,4.169492999,25.7893328,3.28E-05,2.854,146.84875
3363,9.021161041,25.07685658,3.97064981,25.36503426,4.94E-05,2.854,146.84875
3364,9.449572397,28.5935818,3.993433028,24.04198942,6.80E-05,2.698,115.1675
3365,9.999248888,33.39173982,3.997074629,25.08205657,9.21E-05,2.698,115.1675
3366,10.50958692,38.01660585,4.069366004,24.52898368,0.000116338,2.612,118.3775
3367,11.36853109,42.66986307,4.056344012,24.52836224,0.000138833,2.612,118.3775
3368,12.03062633,46.00943793,3.970062373,24.09875185,0.000153724,2.539,93.92
3369,12.32991067,46.21756798,3.980100836,24.93482183,0.000153112,2.539,93.92
3370,12.40782779,45.41278932,3.98965994,24.78493585,0.000147933,2.371,111.7425
3371,12.44446432,44.48100106,4.010268326,24.89069614,0.000142205,2.371,111.7425
3372,12.25763284,42.52964276,3.809524105,23.20571477,0.000131016,2.143,130.5075
3373,12.474074,41.48968929,3.915396211,23.9084225,0.000123857,2.143,130.5075
3374,9.299703149,37.27295299,3.423248507,19.67977034,0.000117588,2.655,184.47125
3375,9.375722731,35.92451719,3.537852421,20.42843251,0.000109126,2.655,184.47125
3376,9.377622831,36.28594206,2.826246772,16.10002032,0.000111484,3.347,212.385
3377,9.512053653,34.89869019,2.883247958,16.07512097,0.000102089,3.347,212.385
3378,9.53546137,34.40998923,2.113073078,11.81976286,9.93E-05,4.276,276.23625
3379,9.382322714,34.01706766,2.115806982,11.73969828,9.77E-05,4.276,276.23625
3380,9.150627852,33.39317045,1.222950283,7.308565032,9.57E-05,5.494,286.60625
3381,9.183937738,32.25087515,1.27333484,7.333218388,8.84E-05,5.494,286.60625
3382,9.673034087,38.03718284,0.49875882,3.443199507,0.000117971,6.711,229.08125
3383,9.820699827,36.54916966,0.517354621,3.420705317,0.000108151,6.711,229.08125
3384,9.967898056,36.05225351,0.178848173,1.479515498,0.000106074,7.627,242.17375
3385,9.415800821,26.477414,0.180702755,1.45657421,5.38E-05,7.627,242.17375
3386,9.671341019,29.35773365,0.231361549,2.175562197,6.92E-05,7.971,223.17
3387,9.70189971,28.70754948,0.220680994,2.182554483,6.46E-05,7.971,223.17
3388,10.13432014,30.21460085,0.510558714,4.326592885,7.08E-05,7.933,186.98
3389,10.33815352,30.41741098,0.518590003,4.274781554,7.09E-05,7.933,186.98
3390,10.69041386,35.73911427,0.873703969,6.799454254,9.64E-05,7.639,176.8375
3391,11.04388034,40.53026604,0.837677152,6.772447074,0.000125553,7.639,176.8375
3392,10.96014641,39.94349956,0.934195649,7.549025256,0.000122026,7.076,188.375
3393,10.74112868,39.48605433,0.931448824,7.605980821,0.000121236,7.076,188.375
3394,10.37189042,36.39182813,0.953192847,7.832768855,0.000106133,5.77,204.57875
3395,9.809082137,35.17003245,0.902476442,7.652514487,0.000102728,5.77,204.57875
3396,9.381325682,32.66874602,0.848114457,7.22809511,9.08E-05,4.634,245.95125
3397,8.441244456,29.25268189,0.806148963,7.190487844,7.55E-05,4.634,245.95125
3398,7.665682061,25.85985786,0.65222554,6.149607297,6.02E-05,4.271,344.815
3399,7.237571086,24.12032194,0.670989316,6.076891023,5.32E-05,4.271,344.815
3400,6.642337235,21.26594342,0.469238883,4.884045682,4.01E-05,3.942,274.25625
3401,6.305727269,19.74562648,0.472042745,4.855906969,3.37E-05,3.942,274.25625
3402,5.859900318,18.04983758,0.417491962,4.942508447,2.65E-05,3.631,261.1275
3403,5.593721679,16.9554826,0.429403995,5.121021944,2.20E-05,3.631,261.1275
3404,5.461015953,16.53176492,0.53626154,6.316583226,2.09E-05,3.309,231.07875
3405,5.306257471,15.99235191,0.536406726,6.351928275,1.85E-05,3.309,231.07875
3406,5.301003492,15.99005636,0.885781401,9.079603296,1.68E-05,2.785,136.1
3407,5.279841939,15.96020137,0.89785351,8.811171139,1.73E-05,2.785,136.1
3408,8.410194796,20.27423525,1.403926828,12.240882,2.56E-05,2.348,123.7725
3409,8.54520644,21.37966815,1.427081506,12.40532247,3.09E-05,2.348,123.7725
3410,8.687420868,22.80881273,1.832883345,15.08518174,3.87E-05,2.073,152.53875
3411,8.918416832,25.74315239,1.925383136,14.27525222,5.40E-05,2.073,152.53875
3412,9.368109622,30.00643818,2.189314228,17.47018764,7.67E-05,1.918,137.09375
3413,10.14482857,36.38393719,2.31096356,17.57157183,0.000108867,1.918,137.09375
3414,11.0346252,41.99601701,2.902822268,21.47846005,0.000136711,1.987,106.2
3415,11.61620373,46.05118196,2.918179535,21.02030821,0.00015236,1.987,106.2
3416,11.8676984,46.7342702,3.650176887,25.80575444,0.000152275,2.02,145.87625
3417,11.87969384,45.15675257,3.588851232,25.45497693,0.000145543,2.02,145.87625
3418,11.62275302,43.08167363,4.017538357,28.06443574,0.000135771,2.022,182.83375
3419,11.43544886,42.3644543,3.998789378,26.97967579,0.000133457,2.022,182.83375
3420,11.45057242,40.78331203,3.361671841,22.30461196,0.000123557,1.985,266.54875
3421,11.53554836,39.2762585,3.463070157,22.5027438,0.00011491,1.985,266.54875
3422,8.335790723,35.26524731,2.181242053,15.13191661,0.000110187,2.83,261.2925
3423,8.333174204,33.24516174,2.250633917,15.588723,9.76E-05,2.83,261.2925
3424,8.359226852,34.20471817,1.33991322,8.975785648,9.92E-05,4.513,258.04
3425,8.521355296,32.54880727,1.306960855,8.73639589,9.28E-05,4.513,258.04
3426,8.616553793,31.93209362,1.033579521,7.18316218,8.86E-05,5.532,210.13375
3427,8.735673857,33.06335489,1.037561326,7.182216295,9.46E-05,5.532,210.13375
3428,8.931382514,34.59201907,0.968083544,6.716578368,0.00010271,6.243,168.99125
3429,8.184903025,26.26510645,1.002595923,6.871040202,5.93E-05,6.243,168.99125
3430,8.379997414,29.33696113,1.2314067,7.970574775,7.55E-05,6.918,186.6875
3431,8.94035275,34.83891525,1.203966197,8.033034025,0.000104705,6.918,186.6875
3432,8.676555004,27.83518984,1.594556007,10.28834687,6.60E-05,7.304,234.65625
3433,8.698458076,26.62956886,1.576133767,9.719002697,5.87E-05,7.304,234.65625
3434,9.084242141,28.71912558,1.8646227,11.24074868,6.81E-05,7.315,210.16125
3435,9.501086548,28.23704638,1.86865563,11.1356362,6.35E-05,7.315,210.16125
3436,9.849733578,29.32072862,1.902980678,12.183336,6.86E-05,7.261,152.23375
3437,10.09969145,32.24869546,1.92660908,12.26464704,8.45E-05,7.261,152.23375
3438,11.03518031,40.75149882,2.5447732,16.09237047,0.000128824,6.927,197.89
3439,10.25611912,36.51474156,2.483375579,15.87325661,0.00010849,6.927,197.89
3440,10.4015784,38.38316721,3.291854017,21.12237743,0.00011871,6.16,201.08625
3441,10.11496749,34.90971244,3.342989685,20.90489308,0.000100315,6.16,201.08625
3442,9.577873533,34.1376949,3.805076247,25.97813357,9.88E-05,4.483,261.15
3443,8.990198747,32.2113437,3.897601698,25.20365243,9.10E-05,4.483,261.15
3444,8.493027042,30.66804924,4.704174032,32.5964132,7.92E-05,2.846,294.1475
3445,7.954598499,27.05359534,4.772389569,32.37750716,6.25E-05,2.846,294.1475
3446,7.41358823,24.59689296,5.649765789,38.28549147,5.28E-05,2.308,355.44
3447,6.861914583,22.46199887,5.654106828,37.36130148,4.25E-05,2.308,355.44
3448,6.522087908,22.01593706,6.901495984,43.80452795,3.30E-05,1.845,277.8975
3449,6.08302251,19.40804104,6.7826608,45.00407824,2.64E-05,1.845,277.8975
3450,5.890232989,18.71896335,7.590290799,48.99165618,2.45E-05,1.495,271.94875
3451,5.783209676,18.27891675,8.135733043,49.38086387,2.24E-05,1.495,271.94875
3452,5.429783667,17.49185274,8.826047159,53.10581247,1.94E-05,1.413,203.77875
3453,5.437450634,17.35641141,9.037264616,52.58540133,1.89E-05,1.413,203.77875
3454,5.347996084,16.85168727,9.81477936,56.19727861,1.65E-05,1.495,173.04
3455,5.37110135,16.79964715,9.601799532,57.0618597,1.63E-05,1.495,173.04
3456,8.50524284,21.33134457,10.92053204,59.93452207,2.55E-05,1.538,103.6775
3457,8.532592366,21.85783051,10.73791797,61.65227408,2.71E-05,1.538,103.6775
3458,8.607550823,23.12835343,11.57555463,62.10831849,3.36E-05,1.644,127.6025
3459,8.891190648,26.15665662,11.30667794,62.29697405,4.74E-05,1.644,127.6025
3460,9.368066963,30.96792578,12.01685562,65.19110821,7.06E-05,1.731,108.73625
3461,10.21382782,37.49019065,12.29260504,66.28602486,0.000105533,1.731,108.73625
3462,10.94900918,44.09770269,13.21620388,69.58261073,0.00014073,1.792,109.89875
3463,11.52953941,46.63130224,12.78623615,68.24888554,0.000148964,1.792,109.89875
3464,11.85701902,50.54308306,13.30825102,70.383362,0.000151501,1.876,175.7675
3465,11.65605701,47.82160045,13.34591158,69.97823862,0.000141124,1.876,175.7675
3466,11.76657144,44.85265148,13.77117898,69.6139132,0.000127719,1.971,168.88875
3467,11.85837769,44.5945686,13.87888848,73.37249445,0.000125855,1.971,168.88875
3468,11.81265984,43.46969418,14.90993361,75.67984261,0.000118483,2.016,172.66125
3469,12.00705425,45.2261203,14.85172862,75.84307402,0.000113212,2.016,172.66125
3470,9.348172602,39.16760267,15.34699436,77.22613937,0.000104608,2.524,253.63625
3471,9.766188626,38.96657297,15.70242881,76.01425479,0.000101167,2.524,253.63625
3472,10.78164955,41.5683461,17.84346724,87.45788764,0.000106322,4.013,180.76875
3473,11.0485588,40.02810709,17.86617876,86.30842575,9.73E-05,4.013,180.76875
3474,11.10303249,41.0204581,18.51507127,88.62262746,9.71E-05,5.382,193.805
3475,11.77685052,36.28876804,18.14584747,85.13899694,7.74E-05,5.382,193.805
3476,11.23725084,32.74573269,20.49110971,93.33864889,5.83E-05,6.308,209.845
3477,11.54370064,36.13089121,21.19175569,95.0092153,7.26E-05,6.308,209.845
3478,11.77496783,39.64428479,20.99697741,92.37667232,9.95E-05,6.494,212.3375
3479,11.88231884,39.60475282,20.82092735,94.26162739,9.77E-05,6.494,212.3375
3480,12.05667561,41.53847393,21.21975976,94.59054386,0.000101445,6.716,262.505
3481,12.20778505,39.58601039,22.22758663,96.23472201,9.65E-05,6.716,262.505
3482,12.63347144,39.67714129,21.73421511,98.44142967,9.61E-05,7.456,161.81125
3483,13.06743346,42.11087904,22.31526428,96.50891101,0.000100466,7.456,161.81125
3484,13.33861807,40.91606702,22.82333585,99.10172684,0.00010067,8.106,218.2325
3485,13.05291016,40.13973825,22.50199414,99.73890397,0.000100157,8.106,218.2325
3486,12.91822385,38.59481704,23.58133589,99.5903746,9.37E-05,8.21,189.0575
3487,12.79249566,39.8207598,24.06017709,99.36692778,0.000101098,8.21,189.0575
3488,12.56824712,35.91298492,23.98572745,103.1626974,8.29E-05,7.933,211.91875
3489,12.07710207,37.46092487,23.97649623,101.0414884,9.40E-05,7.933,211.91875
3490,10.87694513,35.0826156,23.47847126,103.7799343,9.19E-05,7.643,292.22875
3491,10.7917002,33.88791825,24.02693308,100.1928998,8.50E-05,7.643,292.22875
3492,10.00716411,31.91358506,23.82382958,100.9674456,7.87E-05,7.302,384.925
3493,9.268953848,28.35554614,23.19530349,99.49526211,6.27E-05,7.302,384.925
3494,8.463106352,25.56686444,24.0011557,103.221661,5.12E-05,6.993,354.455
3495,7.694416655,22.65185795,24.41206988,102.9663965,4.01E-05,6.993,354.455
3496,7.120912597,20.68809939,22.98719222,99.66603197,3.15E-05,6.607,329.45625
3497,6.666088824,19.17308358,23.4806563,101.7648552,2.64E-05,6.607,329.45625
3498,6.250816632,17.90440839,23.05419293,100.0022457,2.41E-05,6.006,205.8875
3499,5.949404616,17.37539619,23.55936881,100.0943637,2.21E-05,6.006,205.8875
3500,5.803391656,16.85442057,22.86996945,96.54105127,2.04E-05,5.419,231.715
3501,5.629793136,16.39894064,22.88700513,96.84949875,1.88E-05,5.419,231.715
3502,5.55121727,16.06173607,22.09581325,95.55811239,1.76E-05,5.013,131.75
3503,5.475209084,15.81605093,22.21776663,95.92124788,1.62E-05,5.013,131.75
3504,8.401014936,20.12652002,21.53342558,96.00765133,2.46E-05,4.743,120.6725
3505,8.432871455,20.88142028,22.22059586,94.49332651,2.88E-05,4.743,120.6725
3506,8.621735192,22.35987104,21.46721093,93.23775704,3.60E-05,4.537,143.95125
3507,8.810237874,25.24733179,21.00780123,93.42562304,5.15E-05,4.537,143.95125
3508,9.39702287,29.09104845,21.53381736,94.34411178,7.10E-05,4.412,117.56375
3509,9.863635796,35.25833138,21.87849596,97.47430062,0.00010364,4.412,117.56375
3510,10.77547143,41.83971092,23.61894906,97.72280083,0.000131534,4.347,101.50125
3511,11.32837974,45.3639343,21.95224969,98.26007823,0.000143279,4.347,101.50125
3512,11.86855015,50.25542905,22.97015049,98.57271577,0.000150791,4.263,166.905
3513,11.61463509,46.75363821,23.69691571,98.23341212,0.00013929,4.263,166.905
3514,11.6335774,43.48862815,24.50766049,102.0140682,0.000125588,4.143,154.67
3515,11.56818497,44.61112527,24.32436835,101.8931003,0.000124394,4.143,154.67
3516,11.65952382,42.05792241,23.6858282,99.35718036,0.000113468,4.006,190.44875
3517,11.99088352,43.84594211,24.58250601,100.3681293,0.000109989,4.006,190.44875
3518,9.7367355,38.65964185,23.98143064,98.24615059,0.000106894,3.99,237.20125
3519,10.04508259,37.69224651,23.19813841,98.77115069,8.97E-05,3.99,237.20125
3520,10.66153284,37.2028539,22.60155319,97.75439572,8.67E-05,4.13,212.00125
3521,11.12643806,36.15155888,23.80803539,100.2016202,7.96E-05,4.13,212.00125
3522,11.42138308,36.81488831,22.42377449,98.83761003,7.85E-05,4.37,241.17
3523,11.74356987,35.00037048,22.14339936,98.56809118,7.46E-05,4.37,241.17
3524,11.67876289,34.71702903,21.9038067,92.33995884,7.22E-05,4.587,252.76375
3525,11.72189179,34.55948772,22.43795303,95.96036467,6.50E-05,4.587,252.76375
3526,11.47029674,31.80244296,21.00318475,92.2368753,6.09E-05,4.692,214.92
3527,12.00318018,35.30318642,20.02427272,89.93181748,7.26E-05,4.692,214.92
3528,12.46730616,36.18284458,18.9722761,87.43712457,8.14E-05,4.806,243.135
3529,12.73588042,37.08631782,19.08131493,86.17459954,8.47E-05,4.806,243.135
3530,12.85830076,36.77738423,16.62018928,79.28705795,7.93E-05,4.939,220.945
3531,13.54757075,39.92795291,16.83193906,79.92480434,9.04E-05,4.939,220.945
3532,13.44794366,38.30602911,14.21280092,74.08098411,8.73E-05,5.086,196.6075
3533,13.53161736,36.44716013,14.96649049,72.27497004,7.85E-05,5.086,196.6075
3534,13.40911688,37.68235947,13.88916765,69.04504367,8.08E-05,5.132,188.52625
3535,13.41448497,39.70698287,13.75615884,69.83461123,9.82E-05,5.132,188.52625
3536,13.11515467,39.30556329,13.70066805,67.90634374,9.90E-05,5.024,238.165
3537,12.3937036,37.00644887,13.96934865,69.33841553,9.06E-05,5.024,238.165
3538,11.61627442,34.12710228,13.99416737,69.30691623,8.24E-05,4.69,243.6075
3539,10.87465398,32.75251274,14.32708195,70.11885858,7.92E-05,4.69,243.6075
3540,10.31304538,31.01493665,14.15143172,71.19582678,7.23E-05,4.239,349.91875
3541,9.391891461,27.56654086,14.60226388,73.52430809,5.75E-05,4.239,349.91875
3542,8.587929035,24.67985719,14.48494824,72.97314515,4.47E-05,3.841,327.7625
3543,7.971212052,22.20224772,14.06596692,69.99798051,3.51E-05,3.841,327.7625
3544,7.244722088,20.37338153,15.13326166,72.17902723,2.83E-05,3.554,285.425
3545,6.620466099,19.02718431,14.88023229,73.65510091,2.37E-05,3.554,285.425
3546,6.290148648,17.57163028,15.44619974,75.81404326,2.14E-05,3.308,232.0475
3547,6.084582565,16.79740287,15.37297274,75.21909527,1.82E-05,3.308,232.0475
3548,5.75350092,16.20915359,14.89788751,74.30904224,1.71E-05,3.116,166.97375
3549,5.633762908,15.89310475,14.75752173,75.29243716,1.62E-05,3.116,166.97375
3550,5.653721705,16.10583743,14.93513159,72.86470614,1.73E-05,3.054,135.4475
3551,5.540013709,15.77274384,14.89292418,72.77659128,1.56E-05,3.054,135.4475
3552,8.333914568,19.71128553,14.63161871,72.56592484,2.25E-05,3.146,136.06
3553,8.247161452,20.13889755,14.5318716,72.88348894,2.54E-05,3.146,136.06
3554,8.385736,21.38021127,14.28171989,70.29552936,3.19E-05,3.267,145.21875
3555,8.742461883,24.70073566,13.81372685,67.66124125,4.94E-05,3.267,145.21875
3556,9.293691763,29.18886732,13.41082056,67.14197265,7.21E-05,3.363,110.2325
3557,9.87965874,34.74438793,13.07809748,67.27823445,0.000100883,3.363,110.2325
3558,10.61189989,41.24278679,13.72672714,67.50588673,0.000127651,3.41,90.7125
3559,11.3198884,45.55406829,12.86732091,66.63913862,0.000141272,3.41,90.7125
3560,11.41169403,47.92509551,14.21887553,70.7224699,0.000142258,3.421,147.74375
3561,11.47179969,45.74849793,14.35237191,71.15928736,0.000135498,3.421,147.74375
3562,11.68159623,45.44548118,15.77509073,75.12438281,0.000129381,3.404,162.73625
3563,11.66110536,43.38238653,15.40448302,73.32970379,0.00012276,3.404,162.73625
3564,11.91505637,42.42366731,16.215907,78.41525872,0.000114362,3.346,173.92125
3565,11.86008819,43.1749016,16.16653909,76.01658004,0.000106208,3.346,173.92125
3566,9.745230655,37.996843,18.46581089,83.85038407,0.000103292,3.438,228.75625
3567,10.10153845,37.71762834,18.09182529,83.31881681,9.23E-05,3.438,228.75625
3568,10.73077339,37.11163732,20.22455414,90.33273849,8.84E-05,3.687,196.22125
3569,11.56374622,36.36103633,19.67529895,89.79394732,8.12E-05,3.687,196.22125
3570,12.10738683,37.15725309,21.55099537,96.79377578,7.85E-05,3.955,193.09125
3571,11.86912184,34.5340426,22.09171406,95.2309363,7.22E-05,3.955,193.09125
3572,12.07582309,35.72704727,23.07708707,97.90833791,7.40E-05,4.262,264.2425
3573,11.87463127,32.36001744,23.69416033,99.20910546,6.54E-05,4.262,264.2425
3574,11.89675069,34.77345118,24.21511986,101.6537678,7.99E-05,4.579,268.525
3575,12.17968861,36.8582367,23.13861997,96.78384195,8.43E-05,4.579,268.525
3576,12.29715711,35.51664386,23.83545496,101.375194,8.12E-05,4.849,272.46625
3577,12.46016677,35.2778851,23.47184656,101.9459494,7.91E-05,4.849,272.46625
3578,12.95933679,36.72215566,23.53204138,98.47844273,7.83E-05,4.942,213.15
3579,13.02372528,35.93892501,23.01454141,100.6906017,8.03E-05,4.942,213.15
3580,13.46206953,36.82588836,22.41513078,96.27307798,8.33E-05,4.823,205.51
3581,13.49037977,37.16178599,22.3719762,98.1808635,8.60E-05,4.823,205.51
3582,13.19293018,35.34210979,22.74931599,95.49219826,7.77E-05,4.507,191.1825
3583,13.24402007,37.71742107,22.08221162,95.03124646,9.19E-05,4.507,191.1825
3584,12.9995985,35.57729708,21.19855318,94.34119537,8.36E-05,3.952,233.07375
3585,12.48196749,35.55525914,20.60846038,90.87687332,8.66E-05,3.952,233.07375
3586,11.81004276,34.48116169,21.02937458,90.64340809,8.32E-05,3.273,232.125
3587,10.94579898,31.86743859,21.07537044,91.86537941,7.49E-05,3.273,232.125
3588,10.44394448,29.66457394,20.64272293,92.35271806,6.52E-05,2.672,312.50875
3589,9.57127517,26.92040736,21.37397856,92.03640377,5.34E-05,2.672,312.50875
3590,8.525637793,23.5592542,21.13358203,93.90657698,4.15E-05,2.28,375.9675
3591,7.81775813,21.71866794,21.29076184,94.42345465,3.53E-05,2.28,375.9675
3592,7.206204223,19.92757901,20.92645232,94.32172166,2.80E-05,1.943,366.4475
