9.965197005,11.89036772,184.3025,3.277
9.765675085,12.40346944,184.3025,3.277
9.869633717,12.67159439,154.1825,3.351
10.04508852,13.04036023,154.1825,3.351
10.31888254,14.41443253,141.205,3.448
10.8071097,14.21435186,141.205,3.448
11.47492966,16.01676826,158.40625,3.514
12.18469471,15.86973989,158.40625,3.514
12.9957312,15.69448291,219.26375,3.721
13.71304852,15.94877019,219.26375,3.721
14.14667798,15.35822834,199.65,4.178
14.74459592,15.70229507,199.65,4.178
14.88728826,14.34995403,197.27125,4.454
14.80885535,14.66595114,197.27125,4.454
10.44516762,14.07578512,224.915,4.512
10.15312077,14.00488593,224.915,4.512
10.43532422,13.99061423,222.745,4.403
10.24439393,13.8710177,222.745,4.403
10.23187483,13.94576685,243.075,4.412
9.821825441,14.18966227,243.075,4.412
10.08067514,12.51092664,237.07125,4.501
9.90480812,11.93472171,237.07125,4.501
9.624949058,10.86428634,291.81125,4.676
9.879537102,10.78729761,291.81125,4.676
10.04414717,8.153716906,311.44375,4.895
10.0730215,8.302198864,311.44375,4.895
10.28244204,7.190605394,274.8875,5.006
10.50016704,6.869225541,274.8875,5.006
10.62196304,8.91083274,287.34375,4.906
10.55865923,9.014419878,287.34375,4.906
10.57533782,12.87632476,318.15125,4.463
10.71242425,12.9586714,318.15125,4.463
10.58911057,14.72258429,344.35125,3.913
10.30253372,14.89436175,344.35125,3.913
10.10134918,13.66005443,310.035,3.647
9.620922454,13.98694979,310.035,3.647
9.018838964,12.2510479,332.1425,3.824
8.443494702,12.44913752,332.1425,3.824
7.898345127,12.15988406,299.4075,4.276
7.320377185,12.19912927,299.4075,4.276
6.885846833,11.50720721,331.875,4.503
6.557648517,12.08941679,331.875,4.503
6.047077468,11.76277807,322.11,4.347
5.600217061,11.47271974,322.11,4.347
5.449531698,11.94462703,270.47625,4.308
5.244428356,11.8382479,270.47625,4.308
5.206918909,12.07595022,241.615,4.329
5.232385706,12.39601947,241.615,4.329
8.541364939,10.8297391,237.075,4.138
8.472738356,10.47660226,237.075,4.138
8.570607489,10.16615947,207.7975,4.102
9.01094629,10.51811183,207.7975,4.102
9.440782799,8.640368905,195.62375,3.707
10.07798591,8.237409277,195.62375,3.707
10.90795461,6.82192816,192.48875,3.424
11.53286108,6.927167966,192.48875,3.424
11.64164346,7.59344146,172.90625,3.701
11.67241946,7.517258443,172.90625,3.701
11.49521065,8.156814373,215.995,3.862
11.53369595,7.934116496,215.995,3.862
11.74411764,7.683833068,233.85625,3.688
11.67722709,7.875129077,233.85625,3.688
8.414892853,8.765705558,251.05,3.546
8.165754482,8.675131783,251.05,3.546
8.167879272,11.04204737,254.7925,3.33
8.235551323,10.62671567,254.7925,3.33
8.276297787,15.29982183,261.485,3.173
8.177203394,15.43236782,261.485,3.173
8.322923853,17.09521519,303.0975,2.894
8.105206785,16.75794309,303.0975,2.894
8.275741593,13.98549932,300.5225,3.482
8.474690888,13.9721834,300.5225,3.482
8.768774708,13.7679402,374.24375,5.194
9.070981731,13.62175494,374.24375,5.194
9.576511616,14.42070211,330.9,6.195
9.963575393,14.33904074,330.9,6.195
10.25976034,11.78663992,322.73375,6.023
10.15490253,11.93031405,322.73375,6.023
10.38268038,9.521536908,327.44375,5.39
10.44628283,9.436837415,327.44375,5.39
10.3888231,9.057827803,373.23125,5.36
9.967744352,9.186320315,373.23125,5.36
9.758085918,9.939346776,421.0675,5.406
9.125691574,9.734871658,421.0675,5.406
8.65583263,10.84611887,460.61125,5.433
8.056849361,11.02243152,460.61125,5.433
7.393100538,12.03047134,446.95875,5.237
6.783425093,11.86705909,446.95875,5.237
6.269947717,11.58314404,354.3575,4.687
5.781150004,11.61771301,354.3575,4.687
5.504607533,8.089148406,312.265,3.635
5.341506127,8.060624885,312.265,3.635
5.206251026,5.784221987,276.37375,3.37
5.0913401,5.627803773,276.37375,3.37
5.118395889,13.27591118,218.37375,3.271
5.096359749,12.52166419,218.37375,3.271
8.239487719,23.21762863,175.345,3.347
8.151592006,22.30654391,175.345,3.347
8.383201043,24.16540591,150.465,3.557
8.68443086,25.21860411,150.465,3.557
9.145103953,23.98990267,143.70375,3.856
9.833166944,24.21559911,143.70375,3.856
10.68548438,21.80594064,170.31,4.043
11.17374854,23.0177663,170.31,4.043
11.41109792,18.92799724,219.86,4.267
11.363184,19.50719291,219.86,4.267
11.16999938,16.34167848,212.85125,4.549
11.03566797,16.51028877,212.85125,4.549
11.06986015,15.42170501,230.23375,4.871
11.19437854,15.49597424,230.23375,4.871
8.501405254,17.04052734,247.01375,5.227
8.326317464,16.72157341,247.01375,5.227
